accession	first_public	tax_id	scientific_name	base_count	last_updated	description
AF459765	2002-05-16	73917	Drosophila seguyi	290	2006-11-14	Drosophila seguyi alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF136670	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.38X alcohol dehydrogenase (Adh) gene, partial cds.
AF136683	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.41Y alcohol dehydrogenase (Adh) gene, partial cds.
AF175220	1999-10-06	7227	Drosophila melanogaster	951	1999-12-21	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k82 allele, complete cds.
AF201427	2000-07-03	7238	Drosophila sechellia	482	2006-11-14	Drosophila sechellia isolate type line alcohol dehydrogenase (Adhr) gene, intron 1.
AF459746	2002-05-16	7259	Drosophila tolteca	290	2006-11-14	Drosophila tolteca alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459784	2002-05-16	42063	Drosophila ercepeae	290	2006-11-14	Drosophila ercepeae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459785	2002-05-16	30023	Drosophila elegans	290	2006-11-14	Drosophila elegans alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
U64528	1996-08-16	7237	Drosophila pseudoobscura	3488	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS248 allele, complete cds.
U64556	1996-08-16	7237	Drosophila pseudoobscura	3471	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS350 allele, complete cds.
AF459747	2002-05-16	186284	Drosophila paralutea	290	2006-11-14	Drosophila paralutea alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AB669891	2014-01-02	359927	Drosophila pectinifera	841	2014-01-02	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGS98m.
AF136686	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.27Y alcohol dehydrogenase (Adh) gene, partial cds.
KY002645	2017-10-13	7217	Drosophila ananassae	1301	2017-10-13	UNVERIFIED: Drosophila ananassae strain IND_DANA_AMD6 alcohol dehydrogenase-like gene, partial sequence.
U64560	1996-08-16	7237	Drosophila pseudoobscura	3467	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS367 allele, complete cds.
U64545	1996-08-16	7237	Drosophila pseudoobscura	3474	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS320 allele, complete cds.
U64524	1996-08-16	7237	Drosophila pseudoobscura	3498	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS232 allele, complete cds.
U64532	1996-08-16	7237	Drosophila pseudoobscura	3392	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS260 allele, complete cds.
U64543	1996-08-16	7237	Drosophila pseudoobscura	3458	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS311 allele, complete cds.
U64549	1996-08-16	7237	Drosophila pseudoobscura	3470	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS331 allele, complete cds.
U64548	1996-08-16	7237	Drosophila pseudoobscura	3498	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS329 allele, complete cds.
AB669865	2014-01-02	109356	Drosophila leontia	832	2014-01-02	Drosophila leontia Adh gene for alcohol dehydrogenase, partial cds, strain: AO-2.
AY340301	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant NN97.04Y alcohol dehydrogenase (Adh) gene, partial cds.
AY541095	2004-12-13	198719	Drosophila innubila	555	2005-08-24	Drosophila innubila strain CH3_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AB669890	2014-01-02	359927	Drosophila pectinifera	841	2014-01-02	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGH06-06.
AB703322	2012-03-18	7229	Drosophila miranda	405	2012-03-18	Drosophila miranda Adh gene for alcohol dehydrogenase, partial cds, clone: D.miranda.
AF136675	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana D.am-.9Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340305	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant NN00.05Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364509	2004-01-30	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase-2 (Adh2) gene, complete cds.
EF216312	2007-06-10	57873	Drosophila hubeiensis	431	2010-09-07	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.
KJ767242	2014-09-04	7245	Drosophila yakuba	865	2014-10-29	Drosophila yakuba strain 14021-0261.0 alcohol dehydrogenase (Adh) gene, partial cds.
AB669839	2014-01-02	137070	Drosophila tani	838	2014-01-02	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: tani-YF.
AB830534	2014-01-12	67531	Drosophila lacteicornis	838	2014-01-12	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: IR96-1.
AY340287	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant NN97.09X alcohol dehydrogenase (Adh) gene, partial cds.
AY364520	2004-01-30	7230	Drosophila mojavensis	879	2005-04-16	Drosophila mojavensis strain MJS 132 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY874362	2005-05-31	7241	Drosophila subobscura	1406	2005-05-31	Drosophila subobscura strain line 1 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AB703318	2012-03-18	7248	Drosophila athabasca	405	2012-03-18	Drosophila athabasca Adh gene for alcohol dehydrogenase, partial cds, clone: D.athabasca.
AF459758	2002-05-16	195057	Drosophila malerkotliana malerkotliana	290	2006-11-14	Drosophila malerkotliana malerkotliana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AB669835	2014-01-02	67533	Drosophila rufa	838	2014-01-02	Drosophila rufa Adh gene for alcohol dehydrogenase, partial cds, strain: rufa-OGM.
AY340306	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant NN00.07Y alcohol dehydrogenase (Adh) gene, partial cds.
U76478	1997-03-06	7231	Drosophila mulleri	902	2005-04-18	Drosophila mulleri strain -1371.0 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB825961	2015-12-16	1084936	Drosophila fengkainensis	840	2015-12-16	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: XT-33.
U20765	1995-03-12	7227	Drosophila melanogaster	2365	2006-11-14	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, complete cds, and copia insertion site.
AB669847	2014-01-02	34677	Drosophila tsacasi	838	2014-01-02	Drosophila tsacasi Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0701.00.
AY044131	2002-08-06	157293	Drosophila hypocausta	723	2006-11-14	Drosophila hypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154863	2003-03-03	7263	Drosophila arizonae	880	2005-04-16	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M17835	1991-07-01	7227	Drosophila melanogaster	2769	2006-11-14	D.melanogaster (strain Wa-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
AY044127	2002-08-06	88886	Drosophila sulfurigaster	716	2006-11-14	Drosophila sulfurigaster alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154832	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154852	2003-03-03	7263	Drosophila arizonae	880	2005-04-16	Drosophila arizonae strain AR00 2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154856	2003-03-03	7263	Drosophila arizonae	880	2005-04-16	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M17833	1991-07-01	7227	Drosophila melanogaster	2727	2006-11-14	D.melanogaster (strain Fl-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
M60995	1992-01-26	46244	Drosophila pseudoobscura bogotana	3475	2006-11-14	Drosophila pseudoobscura bogotana strain BOG 3389.6 alcohol dehydrogenase (adh) gene, complete cds.
AB669875	2014-01-02	46829	Drosophila birchii	833	2014-01-02	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.00.
AB932651	2014-10-26	134000	Drosophila cardinoides	834	2014-10-26	Drosophila cardinoides Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2291.00.
M60993	1992-01-26	46244	Drosophila pseudoobscura bogotana	3485	2006-11-14	Drosophila pseudoobscura bogotana strain BOG 3389.4 alcohol dehydrogenase (adh) gene, complete cds.
AB669877	2014-01-02	244254	Drosophila bunnanda	826	2014-01-02	Drosophila bunnanda Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0721.00.
AY154842	2003-03-03	7263	Drosophila arizonae	878	2005-04-16	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AB669873	2014-01-02	73157	Drosophila nikananu	839	2014-01-02	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0601.00.
AB932654	2014-10-26	133979	Drosophila dunni	839	2014-10-26	Drosophila dunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2291.00.
AB932663	2014-10-26	133975	Drosophila nigrodunni	840	2014-10-26	Drosophila nigrodunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2311.00.
AF067280	1998-07-02	7246	Drosophila affinis	430	2006-11-14	Drosophila affinis alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY044121	2002-08-06	157055	Drosophila curviceps	725	2006-11-14	Drosophila curviceps alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY364495	2004-01-30	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJS 58.2 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY044123	2002-08-06	157058	Drosophila oritisa	725	2006-11-14	Drosophila oritisa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154867	2003-03-03	7230	Drosophila mojavensis	879	2005-04-16	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
M17845	1988-04-02	7227	Drosophila melanogaster	795	2006-11-14	D.melanogaster alcohol dehydrogenase gene, X-ray induced allele Adh-nLA248, exons 2-4.
AF067284	1998-07-02	77130	Drosophila tsukubaensis	830	2006-11-14	Drosophila tsukubaensis alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.
AY154835	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AB194426	2005-05-07	7217	Drosophila ananassae	1757	2006-02-27	Drosophila ananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF045116	1998-06-02	30047	Drosophila sturtevanti	405	2006-11-14	Drosophila sturtevanti strain 14043-0871.9 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045119	1998-06-02	30042	Drosophila prosaltans	405	2006-11-14	Drosophila prosaltans strain 14045-0901.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154872	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154836	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154827	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
U40986	1996-09-27	7218	Drosophila bifasciata	429	2006-11-14	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.
AB194423	2005-05-07	296644	Drosophila malerkotliana pallens	1775	2006-02-27	Drosophila malerkotliana pallens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AB194425	2005-05-07	65965	Drosophila pseudoananassae pseudoananassae	1762	2006-02-27	Drosophila pseudoananassae pseudoananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348879	2001-04-16	67534	Drosophila triauraria	668	2006-11-14	Drosophila triauraria strain YK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AF151684	2000-05-03	7244	Drosophila virilis	6045	2003-08-20	Drosophila virilis gp150 (gp150) gene, complete cds type III alcohol dehydrogenase and polar granule component genes, partial sequence.
AI062419	1998-07-27	7227	Drosophila melanogaster	621	2003-12-03	GH01616.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH01616 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.
BG632144	2001-04-28	7227	Drosophila melanogaster	690	2003-12-03	GH04104.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH04104 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.
CV787951	2004-11-12	7245	Drosophila yakuba	711	2004-11-12	zaa60b01.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
BI570978	2001-09-07	7227	Drosophila melanogaster	694	2001-09-07	RH05780.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05780 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
BI571817	2001-09-07	7227	Drosophila melanogaster	535	2001-09-07	RH07117.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07117 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
BI571735	2001-09-07	7227	Drosophila melanogaster	548	2001-09-07	RH07019.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07019 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
AF171740	1999-08-25	7227	Drosophila melanogaster	562	2000-03-03	AF171740 Drosophila melanogaster brain Canton S adult Drosophila melanogaster cDNA clone 201 similar to mRNA for alcohol dehydrogenase related function, mRNA sequence.
AI404819	1999-02-10	7227	Drosophila melanogaster	667	2001-04-25	GH24657.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH24657 5prime similar to X60793: D.melanogaster (strain NC16) Adh gene for alcohol dehydrogenase, mRNA sequence.
AY695383	2006-08-01	133984	Drosophila antillea	1144	2006-11-14	Drosophila antillea alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
BF503615	2000-12-07	7227	Drosophila melanogaster	730	2001-04-26	AT04696.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT04696 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.
BI241261	2001-07-15	7227	Drosophila melanogaster	679	2001-07-15	RE38288.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE38288 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 05/12/2001, mRNA sequence.
BI606073	2001-09-10	7227	Drosophila melanogaster	593	2001-09-10	RH72161.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH72161 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/24/2001, mRNA sequence.
BI618605	2001-09-11	7227	Drosophila melanogaster	647	2001-09-11	RH49473.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH49473 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/19/2001, mRNA sequence.
CK133169	2003-12-03	7227	Drosophila melanogaster	633	2003-12-03	RE17806.3prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE17806 3 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/14/2002, mRNA sequence.
BI622627	2001-09-11	7227	Drosophila melanogaster	582	2001-09-11	RH54530.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH54530 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.
BI613172	2001-09-11	7227	Drosophila melanogaster	636	2004-01-17	RH42270.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH42270 5 similar to T3dh: FBan0003425 GO:[alcohol dehydrogenase (GO:0004022) enzyme (GO:0003824)] located on: 2R 58D4-58D4 : 08/01/2001, mRNA sequence.
AF006565	1997-09-11	7234	Drosophila persimilis	3462	2005-04-15	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
KX384731	2017-01-03	29030	Drosophila takahashii	2658	2017-01-03	Drosophila takahashii strain IND_DT_U7 alcohol dehydrogenase (Adh) and alcohol dehydrogenase-related protein (Adhr) genes, partial cds.
X13812	1992-04-21	7262	Drosophila affinidisjuncta	3886	2006-11-14	D.affinidisjuncta Adh gene for alcohol dehydrogenase
X62223	1992-10-16	7237	Drosophila pseudoobscura	3477	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62229	1992-10-16	7237	Drosophila pseudoobscura	3494	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62217	1992-10-16	7237	Drosophila pseudoobscura	3468	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62218	1992-10-16	7237	Drosophila pseudoobscura	3486	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY331979	2003-07-26	74550	Drosophila lini	785	2005-04-16	Drosophila lini alcohol dehydrogenase gene, partial cds.
X62190	1992-10-16	7237	Drosophila pseudoobscura	3485	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62210	1992-10-16	7237	Drosophila pseudoobscura	3454	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
